time,module,action
219.4122,g2,CLEARED
219.4122,PROCEDURAL,CONFLICT RESOLUTION
219.4122,PROCEDURAL,NO RULE FOUND
219.6122,g2,CREATED A CHUNK: image(img=  )
219.6122,PROCEDURAL,CONFLICT RESOLUTION
219.6122,PROCEDURAL,RULE SELECTED: ignore_non_A
219.6622,PROCEDURAL,RULE FIRED: ignore_non_A
219.6622,g,MODIFIED
219.6622,PROCEDURAL,CONFLICT RESOLUTION
219.6622,PROCEDURAL,RULE SELECTED: reset_goal
219.7122,PROCEDURAL,RULE FIRED: reset_goal
219.7122,g,MODIFIED
219.7122,PROCEDURAL,CONFLICT RESOLUTION
219.7122,PROCEDURAL,RULE SELECTED: encode_letter
219.7622,PROCEDURAL,RULE FIRED: encode_letter
219.7622,g,MODIFIED
219.7622,g2,CLEARED
219.7622,PROCEDURAL,CONFLICT RESOLUTION
219.7622,PROCEDURAL,NO RULE FOUND
219.9622,g2,CREATED A CHUNK: image(img=  )
219.9622,PROCEDURAL,CONFLICT RESOLUTION
219.9622,PROCEDURAL,RULE SELECTED: ignore_non_A
220.0122,PROCEDURAL,RULE FIRED: ignore_non_A
220.0122,g,MODIFIED
220.0122,PROCEDURAL,CONFLICT RESOLUTION
220.0122,PROCEDURAL,RULE SELECTED: reset_goal
220.0124,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value= A)"
220.0622,PROCEDURAL,RULE FIRED: reset_goal
220.0622,g,MODIFIED
220.0622,PROCEDURAL,CONFLICT RESOLUTION
220.0622,PROCEDURAL,RULE SELECTED: encode_letter
220.1122,PROCEDURAL,RULE FIRED: encode_letter
220.1122,g,MODIFIED
220.1122,g2,CLEARED
220.1122,PROCEDURAL,CONFLICT RESOLUTION
220.1122,PROCEDURAL,NO RULE FOUND
220.3122,g2,CREATED A CHUNK: image(img= A)
220.3122,PROCEDURAL,CONFLICT RESOLUTION
220.3122,PROCEDURAL,RULE SELECTED: respond_to_A
220.3622,PROCEDURAL,RULE FIRED: respond_to_A
220.3622,g,MODIFIED
220.3622,manual,COMMAND: press_key
220.3622,manual,PREPARATION COMPLETE
220.3622,PROCEDURAL,CONFLICT RESOLUTION
220.3622,PROCEDURAL,RULE SELECTED: reset_goal
220.4122,manual,INITIATION COMPLETE
220.4122,PROCEDURAL,RULE FIRED: reset_goal
220.4122,g,MODIFIED
220.4122,PROCEDURAL,CONFLICT RESOLUTION
220.4122,PROCEDURAL,RULE SELECTED: encode_letter
220.4622,PROCEDURAL,RULE FIRED: encode_letter
220.4622,g,MODIFIED
220.4622,g2,CLEARED
220.4622,PROCEDURAL,CONFLICT RESOLUTION
220.4622,PROCEDURAL,NO RULE FOUND
220.5122,manual,KEY PRESSED: 1
220.5122,PROCEDURAL,CONFLICT RESOLUTION
220.5122,PROCEDURAL,NO RULE FOUND
220.6622,manual,MOVEMENT FINISHED
220.6622,g2,CREATED A CHUNK: image(img= A)
220.6622,PROCEDURAL,CONFLICT RESOLUTION
220.6622,PROCEDURAL,RULE SELECTED: respond_to_A
220.7122,PROCEDURAL,RULE FIRED: respond_to_A
220.7122,g,MODIFIED
220.7122,manual,COMMAND: press_key
220.7122,manual,PREPARATION COMPLETE
220.7122,PROCEDURAL,CONFLICT RESOLUTION
220.7122,PROCEDURAL,RULE SELECTED: reset_goal
220.7622,manual,INITIATION COMPLETE
220.7622,PROCEDURAL,RULE FIRED: reset_goal
220.7622,g,MODIFIED
220.7622,PROCEDURAL,CONFLICT RESOLUTION
220.7622,PROCEDURAL,RULE SELECTED: encode_letter
220.8122,PROCEDURAL,RULE FIRED: encode_letter
220.8122,g,MODIFIED
220.8122,g2,CLEARED
220.8122,PROCEDURAL,CONFLICT RESOLUTION
220.8122,PROCEDURAL,NO RULE FOUND
220.8622,manual,KEY PRESSED: 1
220.8622,PROCEDURAL,CONFLICT RESOLUTION
220.8622,PROCEDURAL,NO RULE FOUND
221.0,PROCEDURAL,CONFLICT RESOLUTION
221.0,PROCEDURAL,NO RULE FOUND
221.0091,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value=  )"
221.0091,PROCEDURAL,CONFLICT RESOLUTION
221.0091,PROCEDURAL,NO RULE FOUND
221.0122,manual,MOVEMENT FINISHED
221.0122,g2,CREATED A CHUNK: image(img= A)
221.0122,PROCEDURAL,CONFLICT RESOLUTION
221.0122,PROCEDURAL,RULE SELECTED: respond_to_A
221.0622,PROCEDURAL,RULE FIRED: respond_to_A
221.0622,g,MODIFIED
221.0622,manual,COMMAND: press_key
221.0622,manual,PREPARATION COMPLETE
221.0622,PROCEDURAL,CONFLICT RESOLUTION
221.0622,PROCEDURAL,RULE SELECTED: reset_goal
221.1122,manual,INITIATION COMPLETE
221.1122,PROCEDURAL,RULE FIRED: reset_goal
221.1122,g,MODIFIED
221.1122,PROCEDURAL,CONFLICT RESOLUTION
221.1122,PROCEDURAL,RULE SELECTED: encode_letter
221.1622,PROCEDURAL,RULE FIRED: encode_letter
221.1622,g,MODIFIED
221.1622,g2,CLEARED
221.1622,PROCEDURAL,CONFLICT RESOLUTION
221.1622,PROCEDURAL,NO RULE FOUND
221.2122,manual,KEY PRESSED: 1
221.2122,PROCEDURAL,CONFLICT RESOLUTION
221.2122,PROCEDURAL,NO RULE FOUND
221.3622,manual,MOVEMENT FINISHED
221.3622,g2,CREATED A CHUNK: image(img=  )
221.3622,PROCEDURAL,CONFLICT RESOLUTION
221.3622,PROCEDURAL,RULE SELECTED: ignore_non_A
221.4122,PROCEDURAL,RULE FIRED: ignore_non_A
221.4122,g,MODIFIED
221.4122,PROCEDURAL,CONFLICT RESOLUTION
221.4122,PROCEDURAL,RULE SELECTED: reset_goal
221.4622,PROCEDURAL,RULE FIRED: reset_goal
221.4622,g,MODIFIED
221.4622,PROCEDURAL,CONFLICT RESOLUTION
221.4622,PROCEDURAL,RULE SELECTED: encode_letter
221.5122,PROCEDURAL,RULE FIRED: encode_letter
221.5122,g,MODIFIED
221.5122,g2,CLEARED
221.5122,PROCEDURAL,CONFLICT RESOLUTION
221.5122,PROCEDURAL,NO RULE FOUND
221.7122,g2,CREATED A CHUNK: image(img=  )
221.7122,PROCEDURAL,CONFLICT RESOLUTION
221.7122,PROCEDURAL,RULE SELECTED: ignore_non_A
221.7622,PROCEDURAL,RULE FIRED: ignore_non_A
221.7622,g,MODIFIED
221.7622,PROCEDURAL,CONFLICT RESOLUTION
221.7622,PROCEDURAL,RULE SELECTED: reset_goal
221.8122,PROCEDURAL,RULE FIRED: reset_goal
221.8122,g,MODIFIED
221.8122,PROCEDURAL,CONFLICT RESOLUTION
221.8122,PROCEDURAL,RULE SELECTED: encode_letter
221.8622,PROCEDURAL,RULE FIRED: encode_letter
221.8622,g,MODIFIED
221.8622,g2,CLEARED
221.8622,PROCEDURAL,CONFLICT RESOLUTION
221.8622,PROCEDURAL,NO RULE FOUND
222.0,PROCEDURAL,CONFLICT RESOLUTION
222.0,PROCEDURAL,NO RULE FOUND
222.0071,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value= A)"
222.0071,PROCEDURAL,CONFLICT RESOLUTION
222.0071,PROCEDURAL,NO RULE FOUND
222.0622,g2,CREATED A CHUNK: image(img=  )
222.0622,PROCEDURAL,CONFLICT RESOLUTION
222.0622,PROCEDURAL,RULE SELECTED: ignore_non_A
222.1122,PROCEDURAL,RULE FIRED: ignore_non_A
222.1122,g,MODIFIED
222.1122,PROCEDURAL,CONFLICT RESOLUTION
222.1122,PROCEDURAL,RULE SELECTED: reset_goal
222.1622,PROCEDURAL,RULE FIRED: reset_goal
222.1622,g,MODIFIED
222.1622,PROCEDURAL,CONFLICT RESOLUTION
222.1622,PROCEDURAL,RULE SELECTED: encode_letter
222.2122,PROCEDURAL,RULE FIRED: encode_letter
222.2122,g,MODIFIED
222.2122,g2,CLEARED
222.2122,PROCEDURAL,CONFLICT RESOLUTION
222.2122,PROCEDURAL,NO RULE FOUND
222.4122,g2,CREATED A CHUNK: image(img= A)
222.4122,PROCEDURAL,CONFLICT RESOLUTION
222.4122,PROCEDURAL,RULE SELECTED: respond_to_A
222.4622,PROCEDURAL,RULE FIRED: respond_to_A
222.4622,g,MODIFIED
222.4622,manual,COMMAND: press_key
222.4622,manual,PREPARATION COMPLETE
222.4622,PROCEDURAL,CONFLICT RESOLUTION
222.4622,PROCEDURAL,RULE SELECTED: reset_goal
222.5122,manual,INITIATION COMPLETE
222.5122,PROCEDURAL,RULE FIRED: reset_goal
222.5122,g,MODIFIED
222.5122,PROCEDURAL,CONFLICT RESOLUTION
222.5122,PROCEDURAL,RULE SELECTED: encode_letter
222.5622,PROCEDURAL,RULE FIRED: encode_letter
222.5622,g,MODIFIED
222.5622,g2,CLEARED
222.5622,PROCEDURAL,CONFLICT RESOLUTION
222.5622,PROCEDURAL,NO RULE FOUND
222.6122,manual,KEY PRESSED: 1
222.6122,PROCEDURAL,CONFLICT RESOLUTION
222.6122,PROCEDURAL,NO RULE FOUND
222.7622,manual,MOVEMENT FINISHED
222.7622,g2,CREATED A CHUNK: image(img= A)
222.7622,PROCEDURAL,CONFLICT RESOLUTION
222.7622,PROCEDURAL,RULE SELECTED: respond_to_A
222.8122,PROCEDURAL,RULE FIRED: respond_to_A
222.8122,g,MODIFIED
222.8122,manual,COMMAND: press_key
222.8122,manual,PREPARATION COMPLETE
222.8122,PROCEDURAL,CONFLICT RESOLUTION
222.8122,PROCEDURAL,RULE SELECTED: reset_goal
222.8622,manual,INITIATION COMPLETE
222.8622,PROCEDURAL,RULE FIRED: reset_goal
222.8622,g,MODIFIED
222.8622,PROCEDURAL,CONFLICT RESOLUTION
222.8622,PROCEDURAL,RULE SELECTED: encode_letter
222.9122,PROCEDURAL,RULE FIRED: encode_letter
222.9122,g,MODIFIED
222.9122,g2,CLEARED
222.9122,PROCEDURAL,CONFLICT RESOLUTION
222.9122,PROCEDURAL,NO RULE FOUND
222.9622,manual,KEY PRESSED: 1
222.9622,PROCEDURAL,CONFLICT RESOLUTION
222.9622,PROCEDURAL,NO RULE FOUND
223.0,PROCEDURAL,CONFLICT RESOLUTION
223.0,PROCEDURAL,NO RULE FOUND
223.0108,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value=  )"
223.0108,PROCEDURAL,CONFLICT RESOLUTION
223.0108,PROCEDURAL,NO RULE FOUND
223.1122,manual,MOVEMENT FINISHED
223.1122,g2,CREATED A CHUNK: image(img= A)
223.1122,PROCEDURAL,CONFLICT RESOLUTION
223.1122,PROCEDURAL,RULE SELECTED: respond_to_A
223.1622,PROCEDURAL,RULE FIRED: respond_to_A
223.1622,g,MODIFIED
223.1622,manual,COMMAND: press_key
223.1622,manual,PREPARATION COMPLETE
223.1622,PROCEDURAL,CONFLICT RESOLUTION
223.1622,PROCEDURAL,RULE SELECTED: reset_goal
223.2122,manual,INITIATION COMPLETE
223.2122,PROCEDURAL,RULE FIRED: reset_goal
223.2122,g,MODIFIED
223.2122,PROCEDURAL,CONFLICT RESOLUTION
223.2122,PROCEDURAL,RULE SELECTED: encode_letter
223.2622,PROCEDURAL,RULE FIRED: encode_letter
223.2622,g,MODIFIED
223.2622,g2,CLEARED
223.2622,PROCEDURAL,CONFLICT RESOLUTION
223.2622,PROCEDURAL,NO RULE FOUND
223.3122,manual,KEY PRESSED: 1
223.3122,PROCEDURAL,CONFLICT RESOLUTION
223.3122,PROCEDURAL,NO RULE FOUND
223.4622,manual,MOVEMENT FINISHED
223.4622,g2,CREATED A CHUNK: image(img=  )
223.4622,PROCEDURAL,CONFLICT RESOLUTION
223.4622,PROCEDURAL,RULE SELECTED: ignore_non_A
223.5122,PROCEDURAL,RULE FIRED: ignore_non_A
223.5122,g,MODIFIED
223.5122,PROCEDURAL,CONFLICT RESOLUTION
223.5122,PROCEDURAL,RULE SELECTED: reset_goal
223.5622,PROCEDURAL,RULE FIRED: reset_goal
223.5622,g,MODIFIED
223.5622,PROCEDURAL,CONFLICT RESOLUTION
223.5622,PROCEDURAL,RULE SELECTED: encode_letter
223.6122,PROCEDURAL,RULE FIRED: encode_letter
223.6122,g,MODIFIED
223.6122,g2,CLEARED
223.6122,PROCEDURAL,CONFLICT RESOLUTION
223.6122,PROCEDURAL,NO RULE FOUND
223.8122,g2,CREATED A CHUNK: image(img=  )
223.8122,PROCEDURAL,CONFLICT RESOLUTION
223.8122,PROCEDURAL,RULE SELECTED: ignore_non_A
223.8622,PROCEDURAL,RULE FIRED: ignore_non_A
223.8622,g,MODIFIED
223.8622,PROCEDURAL,CONFLICT RESOLUTION
223.8622,PROCEDURAL,RULE SELECTED: reset_goal
223.9122,PROCEDURAL,RULE FIRED: reset_goal
223.9122,g,MODIFIED
223.9122,PROCEDURAL,CONFLICT RESOLUTION
223.9122,PROCEDURAL,RULE SELECTED: encode_letter
223.9622,PROCEDURAL,RULE FIRED: encode_letter
223.9622,g,MODIFIED
223.9622,g2,CLEARED
223.9622,PROCEDURAL,CONFLICT RESOLUTION
223.9622,PROCEDURAL,NO RULE FOUND
224.0,PROCEDURAL,CONFLICT RESOLUTION
224.0,PROCEDURAL,NO RULE FOUND
224.0145,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value= A)"
224.0145,PROCEDURAL,CONFLICT RESOLUTION
224.0145,PROCEDURAL,NO RULE FOUND
224.1622,g2,CREATED A CHUNK: image(img=  )
224.1622,PROCEDURAL,CONFLICT RESOLUTION
224.1622,PROCEDURAL,RULE SELECTED: ignore_non_A
224.2122,PROCEDURAL,RULE FIRED: ignore_non_A
224.2122,g,MODIFIED
224.2122,PROCEDURAL,CONFLICT RESOLUTION
224.2122,PROCEDURAL,RULE SELECTED: reset_goal
224.2622,PROCEDURAL,RULE FIRED: reset_goal
224.2622,g,MODIFIED
224.2622,PROCEDURAL,CONFLICT RESOLUTION
224.2622,PROCEDURAL,RULE SELECTED: encode_letter
224.3122,PROCEDURAL,RULE FIRED: encode_letter
224.3122,g,MODIFIED
224.3122,g2,CLEARED
224.3122,PROCEDURAL,CONFLICT RESOLUTION
224.3122,PROCEDURAL,NO RULE FOUND
224.5122,g2,CREATED A CHUNK: image(img= A)
224.5122,PROCEDURAL,CONFLICT RESOLUTION
224.5122,PROCEDURAL,RULE SELECTED: respond_to_A
224.5622,PROCEDURAL,RULE FIRED: respond_to_A
224.5622,g,MODIFIED
224.5622,manual,COMMAND: press_key
224.5622,manual,PREPARATION COMPLETE
224.5622,PROCEDURAL,CONFLICT RESOLUTION
224.5622,PROCEDURAL,RULE SELECTED: reset_goal
224.6122,manual,INITIATION COMPLETE
224.6122,PROCEDURAL,RULE FIRED: reset_goal
224.6122,g,MODIFIED
224.6122,PROCEDURAL,CONFLICT RESOLUTION
224.6122,PROCEDURAL,RULE SELECTED: encode_letter
224.6622,PROCEDURAL,RULE FIRED: encode_letter
224.6622,g,MODIFIED
224.6622,g2,CLEARED
224.6622,PROCEDURAL,CONFLICT RESOLUTION
224.6622,PROCEDURAL,NO RULE FOUND
224.7122,manual,KEY PRESSED: 1
224.7122,PROCEDURAL,CONFLICT RESOLUTION
224.7122,PROCEDURAL,NO RULE FOUND
224.8622,manual,MOVEMENT FINISHED
224.8622,g2,CREATED A CHUNK: image(img= A)
224.8622,PROCEDURAL,CONFLICT RESOLUTION
224.8622,PROCEDURAL,RULE SELECTED: respond_to_A
224.9122,PROCEDURAL,RULE FIRED: respond_to_A
224.9122,g,MODIFIED
224.9122,manual,COMMAND: press_key
224.9122,manual,PREPARATION COMPLETE
224.9122,PROCEDURAL,CONFLICT RESOLUTION
224.9122,PROCEDURAL,RULE SELECTED: reset_goal
224.9622,manual,INITIATION COMPLETE
224.9622,PROCEDURAL,RULE FIRED: reset_goal
224.9622,g,MODIFIED
224.9622,PROCEDURAL,CONFLICT RESOLUTION
224.9622,PROCEDURAL,RULE SELECTED: encode_letter
225.0044,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value=  )"
225.0122,PROCEDURAL,RULE FIRED: encode_letter
225.0122,g,MODIFIED
225.0122,g2,CLEARED
225.0122,PROCEDURAL,CONFLICT RESOLUTION
225.0122,PROCEDURAL,NO RULE FOUND
225.0622,manual,KEY PRESSED: 1
225.0622,PROCEDURAL,CONFLICT RESOLUTION
225.0622,PROCEDURAL,NO RULE FOUND
225.2122,manual,MOVEMENT FINISHED
225.2122,g2,CREATED A CHUNK: image(img=  )
225.2122,PROCEDURAL,CONFLICT RESOLUTION
225.2122,PROCEDURAL,RULE SELECTED: ignore_non_A
225.2622,PROCEDURAL,RULE FIRED: ignore_non_A
225.2622,g,MODIFIED
225.2622,PROCEDURAL,CONFLICT RESOLUTION
225.2622,PROCEDURAL,RULE SELECTED: reset_goal
225.3122,PROCEDURAL,RULE FIRED: reset_goal
225.3122,g,MODIFIED
225.3122,PROCEDURAL,CONFLICT RESOLUTION
225.3122,PROCEDURAL,RULE SELECTED: encode_letter
225.3622,PROCEDURAL,RULE FIRED: encode_letter
225.3622,g,MODIFIED
225.3622,g2,CLEARED
225.3622,PROCEDURAL,CONFLICT RESOLUTION
225.3622,PROCEDURAL,NO RULE FOUND
225.5622,g2,CREATED A CHUNK: image(img=  )
225.5622,PROCEDURAL,CONFLICT RESOLUTION
225.5622,PROCEDURAL,RULE SELECTED: ignore_non_A
225.6122,PROCEDURAL,RULE FIRED: ignore_non_A
225.6122,g,MODIFIED
225.6122,PROCEDURAL,CONFLICT RESOLUTION
225.6122,PROCEDURAL,RULE SELECTED: reset_goal
225.6622,PROCEDURAL,RULE FIRED: reset_goal
225.6622,g,MODIFIED
225.6622,PROCEDURAL,CONFLICT RESOLUTION
225.6622,PROCEDURAL,RULE SELECTED: encode_letter
225.7122,PROCEDURAL,RULE FIRED: encode_letter
225.7122,g,MODIFIED
225.7122,g2,CLEARED
225.7122,PROCEDURAL,CONFLICT RESOLUTION
225.7122,PROCEDURAL,NO RULE FOUND
225.9122,g2,CREATED A CHUNK: image(img=  )
225.9122,PROCEDURAL,CONFLICT RESOLUTION
225.9122,PROCEDURAL,RULE SELECTED: ignore_non_A
225.9622,PROCEDURAL,RULE FIRED: ignore_non_A
225.9622,g,MODIFIED
225.9622,PROCEDURAL,CONFLICT RESOLUTION
225.9622,PROCEDURAL,RULE SELECTED: reset_goal
226.0117,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value= O)"
226.0122,PROCEDURAL,RULE FIRED: reset_goal
226.0122,g,MODIFIED
226.0122,PROCEDURAL,CONFLICT RESOLUTION
226.0122,PROCEDURAL,RULE SELECTED: encode_letter
226.0622,PROCEDURAL,RULE FIRED: encode_letter
226.0622,g,MODIFIED
226.0622,g2,CLEARED
226.0622,PROCEDURAL,CONFLICT RESOLUTION
226.0622,PROCEDURAL,NO RULE FOUND
226.2622,g2,CREATED A CHUNK: image(img= O)
226.2622,PROCEDURAL,CONFLICT RESOLUTION
226.2622,PROCEDURAL,RULE SELECTED: ignore_non_A
226.3122,PROCEDURAL,RULE FIRED: ignore_non_A
226.3122,g,MODIFIED
226.3122,PROCEDURAL,CONFLICT RESOLUTION
226.3122,PROCEDURAL,RULE SELECTED: reset_goal
226.3622,PROCEDURAL,RULE FIRED: reset_goal
226.3622,g,MODIFIED
226.3622,PROCEDURAL,CONFLICT RESOLUTION
226.3622,PROCEDURAL,RULE SELECTED: encode_letter
226.4122,PROCEDURAL,RULE FIRED: encode_letter
226.4122,g,MODIFIED
226.4122,g2,CLEARED
226.4122,PROCEDURAL,CONFLICT RESOLUTION
226.4122,PROCEDURAL,NO RULE FOUND
226.6122,g2,CREATED A CHUNK: image(img= O)
226.6122,PROCEDURAL,CONFLICT RESOLUTION
226.6122,PROCEDURAL,RULE SELECTED: ignore_non_A
226.6622,PROCEDURAL,RULE FIRED: ignore_non_A
226.6622,g,MODIFIED
226.6622,PROCEDURAL,CONFLICT RESOLUTION
226.6622,PROCEDURAL,RULE SELECTED: reset_goal
226.7122,PROCEDURAL,RULE FIRED: reset_goal
226.7122,g,MODIFIED
226.7122,PROCEDURAL,CONFLICT RESOLUTION
226.7122,PROCEDURAL,RULE SELECTED: encode_letter
226.7622,PROCEDURAL,RULE FIRED: encode_letter
226.7622,g,MODIFIED
226.7622,g2,CLEARED
226.7622,PROCEDURAL,CONFLICT RESOLUTION
226.7622,PROCEDURAL,NO RULE FOUND
226.9622,g2,CREATED A CHUNK: image(img= O)
226.9622,PROCEDURAL,CONFLICT RESOLUTION
226.9622,PROCEDURAL,RULE SELECTED: ignore_non_A
227.0058,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value=  )"
227.0122,PROCEDURAL,RULE FIRED: ignore_non_A
227.0122,g,MODIFIED
227.0122,PROCEDURAL,CONFLICT RESOLUTION
227.0122,PROCEDURAL,RULE SELECTED: reset_goal
227.0622,PROCEDURAL,RULE FIRED: reset_goal
227.0622,g,MODIFIED
227.0622,PROCEDURAL,CONFLICT RESOLUTION
227.0622,PROCEDURAL,RULE SELECTED: encode_letter
227.1122,PROCEDURAL,RULE FIRED: encode_letter
227.1122,g,MODIFIED
227.1122,g2,CLEARED
227.1122,PROCEDURAL,CONFLICT RESOLUTION
227.1122,PROCEDURAL,NO RULE FOUND
227.3122,g2,CREATED A CHUNK: image(img=  )
227.3122,PROCEDURAL,CONFLICT RESOLUTION
227.3122,PROCEDURAL,RULE SELECTED: ignore_non_A
227.3622,PROCEDURAL,RULE FIRED: ignore_non_A
227.3622,g,MODIFIED
227.3622,PROCEDURAL,CONFLICT RESOLUTION
227.3622,PROCEDURAL,RULE SELECTED: reset_goal
227.4122,PROCEDURAL,RULE FIRED: reset_goal
227.4122,g,MODIFIED
227.4122,PROCEDURAL,CONFLICT RESOLUTION
227.4122,PROCEDURAL,RULE SELECTED: encode_letter
227.4622,PROCEDURAL,RULE FIRED: encode_letter
227.4622,g,MODIFIED
227.4622,g2,CLEARED
227.4622,PROCEDURAL,CONFLICT RESOLUTION
227.4622,PROCEDURAL,NO RULE FOUND
227.6622,g2,CREATED A CHUNK: image(img=  )
227.6622,PROCEDURAL,CONFLICT RESOLUTION
227.6622,PROCEDURAL,RULE SELECTED: ignore_non_A
227.7122,PROCEDURAL,RULE FIRED: ignore_non_A
227.7122,g,MODIFIED
227.7122,PROCEDURAL,CONFLICT RESOLUTION
227.7122,PROCEDURAL,RULE SELECTED: reset_goal
227.7622,PROCEDURAL,RULE FIRED: reset_goal
227.7622,g,MODIFIED
227.7622,PROCEDURAL,CONFLICT RESOLUTION
227.7622,PROCEDURAL,RULE SELECTED: encode_letter
227.8122,PROCEDURAL,RULE FIRED: encode_letter
227.8122,g,MODIFIED
227.8122,g2,CLEARED
227.8122,PROCEDURAL,CONFLICT RESOLUTION
227.8122,PROCEDURAL,NO RULE FOUND
228.0,PROCEDURAL,CONFLICT RESOLUTION
228.0,PROCEDURAL,NO RULE FOUND
228.0122,g2,CREATED A CHUNK: image(img=  )
228.0122,PROCEDURAL,CONFLICT RESOLUTION
228.0122,PROCEDURAL,RULE SELECTED: ignore_non_A
228.0125,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value= A)"
228.0622,PROCEDURAL,RULE FIRED: ignore_non_A
228.0622,g,MODIFIED
228.0622,PROCEDURAL,CONFLICT RESOLUTION
228.0622,PROCEDURAL,RULE SELECTED: reset_goal
228.1122,PROCEDURAL,RULE FIRED: reset_goal
228.1122,g,MODIFIED
228.1122,PROCEDURAL,CONFLICT RESOLUTION
228.1122,PROCEDURAL,RULE SELECTED: encode_letter
228.1622,PROCEDURAL,RULE FIRED: encode_letter
228.1622,g,MODIFIED
228.1622,g2,CLEARED
228.1622,PROCEDURAL,CONFLICT RESOLUTION
228.1622,PROCEDURAL,NO RULE FOUND
228.3622,g2,CREATED A CHUNK: image(img= A)
228.3622,PROCEDURAL,CONFLICT RESOLUTION
228.3622,PROCEDURAL,RULE SELECTED: respond_to_A
228.4122,PROCEDURAL,RULE FIRED: respond_to_A
228.4122,g,MODIFIED
228.4122,manual,COMMAND: press_key
228.4122,manual,PREPARATION COMPLETE
228.4122,PROCEDURAL,CONFLICT RESOLUTION
228.4122,PROCEDURAL,RULE SELECTED: reset_goal
228.4622,manual,INITIATION COMPLETE
228.4622,PROCEDURAL,RULE FIRED: reset_goal
228.4622,g,MODIFIED
228.4622,PROCEDURAL,CONFLICT RESOLUTION
228.4622,PROCEDURAL,RULE SELECTED: encode_letter
228.5122,PROCEDURAL,RULE FIRED: encode_letter
228.5122,g,MODIFIED
228.5122,g2,CLEARED
228.5122,PROCEDURAL,CONFLICT RESOLUTION
228.5122,PROCEDURAL,NO RULE FOUND
228.5622,manual,KEY PRESSED: 1
228.5622,PROCEDURAL,CONFLICT RESOLUTION
228.5622,PROCEDURAL,NO RULE FOUND
228.7122,manual,MOVEMENT FINISHED
228.7122,g2,CREATED A CHUNK: image(img= A)
228.7122,PROCEDURAL,CONFLICT RESOLUTION
228.7122,PROCEDURAL,RULE SELECTED: respond_to_A
228.7622,PROCEDURAL,RULE FIRED: respond_to_A
228.7622,g,MODIFIED
228.7622,manual,COMMAND: press_key
228.7622,manual,PREPARATION COMPLETE
228.7622,PROCEDURAL,CONFLICT RESOLUTION
228.7622,PROCEDURAL,RULE SELECTED: reset_goal
228.8122,manual,INITIATION COMPLETE
228.8122,PROCEDURAL,RULE FIRED: reset_goal
228.8122,g,MODIFIED
228.8122,PROCEDURAL,CONFLICT RESOLUTION
228.8122,PROCEDURAL,RULE SELECTED: encode_letter
228.8622,PROCEDURAL,RULE FIRED: encode_letter
228.8622,g,MODIFIED
228.8622,g2,CLEARED
228.8622,PROCEDURAL,CONFLICT RESOLUTION
228.8622,PROCEDURAL,NO RULE FOUND
228.9122,manual,KEY PRESSED: 1
228.9122,PROCEDURAL,CONFLICT RESOLUTION
228.9122,PROCEDURAL,NO RULE FOUND
229.0,PROCEDURAL,CONFLICT RESOLUTION
229.0,PROCEDURAL,NO RULE FOUND
229.0061,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value=  )"
229.0061,PROCEDURAL,CONFLICT RESOLUTION
229.0061,PROCEDURAL,NO RULE FOUND
229.0622,manual,MOVEMENT FINISHED
229.0622,g2,CREATED A CHUNK: image(img= A)
229.0622,PROCEDURAL,CONFLICT RESOLUTION
229.0622,PROCEDURAL,RULE SELECTED: respond_to_A
229.1122,PROCEDURAL,RULE FIRED: respond_to_A
229.1122,g,MODIFIED
229.1122,manual,COMMAND: press_key
229.1122,manual,PREPARATION COMPLETE
229.1122,PROCEDURAL,CONFLICT RESOLUTION
229.1122,PROCEDURAL,RULE SELECTED: reset_goal
229.1622,manual,INITIATION COMPLETE
229.1622,PROCEDURAL,RULE FIRED: reset_goal
229.1622,g,MODIFIED
229.1622,PROCEDURAL,CONFLICT RESOLUTION
229.1622,PROCEDURAL,RULE SELECTED: encode_letter
229.2122,PROCEDURAL,RULE FIRED: encode_letter
229.2122,g,MODIFIED
229.2122,g2,CLEARED
229.2122,PROCEDURAL,CONFLICT RESOLUTION
229.2122,PROCEDURAL,NO RULE FOUND
229.2622,manual,KEY PRESSED: 1
